country,iso3_code,year,crop,element,unit,value,data_status,source_note
Azerbaijan,AZE,2016,Cotton,Area harvested,ha,27530.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Cotton,Area harvested,ha,30146.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Cotton,Area harvested,ha,31672.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Cotton,Area harvested,ha,34688.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Cotton,Area harvested,ha,36884.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Cotton,Area harvested,ha,42193.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Cotton,Area harvested,ha,45829.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Cotton,Area harvested,ha,48905.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Cotton,Area harvested,ha,47616.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Sugar beet,Area harvested,ha,5038.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Sugar beet,Area harvested,ha,5297.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Sugar beet,Area harvested,ha,5319.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Sugar beet,Area harvested,ha,5543.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Sugar beet,Area harvested,ha,5765.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Sugar beet,Area harvested,ha,6045.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Sugar beet,Area harvested,ha,6017.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Sugar beet,Area harvested,ha,6371.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Sugar beet,Area harvested,ha,6485.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Sugar beet,Area harvested,ha,6685.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Sugar beet,Area harvested,ha,6867.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Sunflower seed,Area harvested,ha,11224.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Sunflower seed,Area harvested,ha,11063.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Sunflower seed,Area harvested,ha,11438.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Sunflower seed,Area harvested,ha,11501.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Sunflower seed,Area harvested,ha,11842.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Sunflower seed,Area harvested,ha,12392.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Sunflower seed,Area harvested,ha,12599.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Sunflower seed,Area harvested,ha,12594.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Sunflower seed,Area harvested,ha,12625.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Sunflower seed,Area harvested,ha,12747.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Sunflower seed,Area harvested,ha,13618.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Wheat,Yield,kg/ha,2941.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Wheat,Yield,kg/ha,2981.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Wheat,Yield,kg/ha,3009.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Wheat,Yield,kg/ha,2978.4,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Wheat,Yield,kg/ha,2605.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Wheat,Yield,kg/ha,3055.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Wheat,Yield,kg/ha,3002.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Wheat,Yield,kg/ha,3010.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Wheat,Yield,kg/ha,3243.4,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Wheat,Yield,kg/ha,3260.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Wheat,Yield,kg/ha,3454.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Barley,Yield,kg/ha,2438.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Barley,Yield,kg/ha,2539.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Barley,Yield,kg/ha,2689.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Barley,Yield,kg/ha,2567.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Barley,Yield,kg/ha,2461.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Barley,Yield,kg/ha,2810.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Barley,Yield,kg/ha,2669.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Barley,Yield,kg/ha,2826.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Barley,Yield,kg/ha,3097.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Barley,Yield,kg/ha,2765.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Barley,Yield,kg/ha,3140.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Maize,Yield,kg/ha,5650.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Maize,Yield,kg/ha,5867.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Maize,Yield,kg/ha,5342.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Maize,Yield,kg/ha,5975.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Maize,Yield,kg/ha,5396.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Maize,Yield,kg/ha,6081.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Maize,Yield,kg/ha,5928.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Maize,Yield,kg/ha,6495.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Maize,Yield,kg/ha,6717.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Maize,Yield,kg/ha,6235.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Maize,Yield,kg/ha,7146.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Potatoes,Yield,kg/ha,16196.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Potatoes,Yield,kg/ha,16458.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Potatoes,Yield,kg/ha,17124.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Potatoes,Yield,kg/ha,16172.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Potatoes,Yield,kg/ha,16643.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Potatoes,Yield,kg/ha,17325.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Potatoes,Yield,kg/ha,16484.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Potatoes,Yield,kg/ha,18929.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Potatoes,Yield,kg/ha,19671.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Potatoes,Yield,kg/ha,17809.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Potatoes,Yield,kg/ha,19319.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Vegetables,Yield,kg/ha,16281.4,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Vegetables,Yield,kg/ha,17977.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Vegetables,Yield,kg/ha,18239.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Vegetables,Yield,kg/ha,18731.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Vegetables,Yield,kg/ha,16043.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Vegetables,Yield,kg/ha,18166.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Vegetables,Yield,kg/ha,17745.4,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Vegetables,Yield,kg/ha,18918.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Vegetables,Yield,kg/ha,20839.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Vegetables,Yield,kg/ha,20643.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Vegetables,Yield,kg/ha,22586.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Fruits and berries,Yield,kg/ha,8115.4,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Fruits and berries,Yield,kg/ha,7454.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Fruits and berries,Yield,kg/ha,7733.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Fruits and berries,Yield,kg/ha,7981.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Fruits and berries,Yield,kg/ha,8263.4,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Fruits and berries,Yield,kg/ha,8008.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Fruits and berries,Yield,kg/ha,8138.3,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Fruits and berries,Yield,kg/ha,8260.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Fruits and berries,Yield,kg/ha,8905.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Fruits and berries,Yield,kg/ha,8704.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Fruits and berries,Yield,kg/ha,9384.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Grapes,Yield,kg/ha,8502.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Grapes,Yield,kg/ha,8954.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Grapes,Yield,kg/ha,8551.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Grapes,Yield,kg/ha,10042.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Grapes,Yield,kg/ha,8570.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Grapes,Yield,kg/ha,9592.8,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2020,Grapes,Yield,kg/ha,8589.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2021,Grapes,Yield,kg/ha,9064.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2022,Grapes,Yield,kg/ha,10369.5,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2023,Grapes,Yield,kg/ha,9891.0,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2024,Grapes,Yield,kg/ha,10335.1,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2014,Cotton,Yield,kg/ha,1527.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2015,Cotton,Yield,kg/ha,1572.2,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2016,Cotton,Yield,kg/ha,1677.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2017,Cotton,Yield,kg/ha,1660.9,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2018,Cotton,Yield,kg/ha,1575.7,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
Azerbaijan,AZE,2019,Cotton,Yield,kg/ha,1824.6,synthetic_demo,Synthetic demo dataset structured for FAOSTAT-style crop production analysis
